gene_name,Pathway,SubPathway,Phenotype Description,Category,zscore,effect_size,pvalue,FDR_all,Tissue,Phenotype Code,gene,Protein Name,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,Derivation,File
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.19333468266029,0.00102663594380158,0.028283274557035,0.8961013237683113,Vagina,G6_CPETAL,ENSG00000137714,FDX1,0.0210206206945808,0.0524253862416687,0.00631432569298128,0.0274087358633481,3,3,3,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.37421951390549,4.4381184487772e-4,0.017586091877074,0.8961013237683113,Artery Tibial,G6_CPETAL,ENSG00000137714,FDX1,0.131841341107528,0.30964577123753,8.753180214874399e-49,1.60191378474458e-47,13,13,13,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.04789207867579,0.00207724675403486,0.0405705752105403,0.8961013237683113,Uterus,G6_CPETAL,ENSG00000137714,FDX1,0.00457610931560189,0.0584599169363549,0.00577128696117005,0.0246595663090257,3,3,3,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.19591391906961,6.8442767922983e-4,0.0280981052716216,0.8961013237683113,Adrenal Gland,G6_CPETAL,ENSG00000137714,FDX1,0.0470757622670746,0.0224921436529835,0.0220267995358662,0.0466108431283358,3,3,3,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.40040635042079,4.4249133450618e-4,0.0163768806679102,0.8961013237683113,Esophagus Muscularis,G6_CPETAL,ENSG00000137714,FDX1,0.1353546356307,0.255889777870194,1.4003669296647398e-31,1.7656571237391498e-30,17,17,17,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.01102277248645,2.9938443173278e-4,0.0443230514085882,0.8961013237683113,Heart Atrial Appendage,G6_CPETAL,ENSG00000137714,FDX1,0.217903041192583,0.252627746661767,3.29046040001124e-25,5.27120437544798e-24,12,12,12,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.28826556498362,4.9552652919156e-4,0.0221220605566991,0.8961013237683113,Prostate,G6_CPETAL,ENSG00000137714,FDX1,0.0973112059833749,0.0188307347008904,0.0415418260306968,0.0875427177738215,5,5,5,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.38090641763968,4.8392222538373e-4,0.0172700986709035,0.8961013237683113,Colon Sigmoid,G6_CPETAL,ENSG00000137714,FDX1,0.111026362229148,0.148651021657771,1.03555562630657e-12,7.64872788253643e-12,8,8,8,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.20047700003132,3.4853365768988e-4,0.0277730700155719,0.8961013237683113,Adipose Visceral Omentum,G6_CPETAL,ENSG00000137714,FDX1,0.184665487847347,0.264701175369098,4.70381035352811e-33,8.77403753228036e-32,17,17,17,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.4126606105317,6.3745012487916e-4,0.0158365583481899,0.8961013237683113,Testis,G6_CPETAL,ENSG00000137714,FDX1,0.0662853654872485,0.0121699940105644,0.0479374269987001,0.0787393452886539,4,4,4,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.2801138468487,8.8352071765938e-4,0.0226009371913076,0.8961013237683113,Minor Salivary Gland,G6_CPETAL,ENSG00000137714,FDX1,0.0306490557735225,0.0738897141686495,9.8150764529435e-4,0.0046359965728117,3,3,3,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.07276388239848,4.2138943851286e-4,0.0381942592563223,0.8961013237683113,Heart Left Ventricle,G6_CPETAL,ENSG00000137714,FDX1,0.111493238485208,0.1799118189298,2.74284900818432e-18,3.01531854563993e-17,5,5,5,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.38609348461192,4.9034698870926e-4,0.0170284218041714,0.8961013237683113,Stomach,G6_CPETAL,ENSG00000137714,FDX1,0.109101337191831,0.129453805997996,2.45194046755825e-11,2.0429701471431e-10,9,9,9,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.31778352825699,5.0939329873494e-4,0.0204610887473684,0.8961013237683113,Esophagus Gastroesophageal Junction,G6_CPETAL,ENSG00000137714,FDX1,0.0948558176526006,0.146109429608991,6.36674618675151e-13,4.4011327323697e-12,5,5,5,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.21403423555608,4.1390649497341e-4,0.0268264239417372,0.8961013237683113,Colon Transverse,G6_CPETAL,ENSG00000137714,FDX1,0.130534867947655,0.142261624172121,6.92545341055884e-14,5.48711009008469e-13,35,35,35,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.43577449400908,0.00101353713447797,0.0148599452492339,0.8961013237683113,Esophagus Mucosa,G6_CPETAL,ENSG00000137714,FDX1,0.0268140522710719,0.0352861153387156,2.50025854367349e-5,5.57533716001295e-5,9,10,10,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.43231397726173,5.7535503559657e-4,0.0150026957904485,0.8961013237683113,Skin Sun Exposed Lower leg,G6_CPETAL,ENSG00000137714,FDX1,0.08424328432641,0.131304673626055,3.2838379076301795e-20,1.8995781183673297e-19,2,2,2,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.24492984105345,4.8049553803484e-4,0.024772636889973,0.8961013237683113,Liver,G6_CPETAL,ENSG00000137714,FDX1,0.101043811126933,0.044160469800833,0.00231471155698914,0.00829685257207759,10,10,10,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.39396296723129,4.3600207339699e-4,0.0166674315559967,0.8961013237683113,Nerve Tibial,G6_CPETAL,ENSG00000137714,FDX1,0.139007832150548,0.265154745145629,2.33091118698386e-37,2.5414219769103397e-36,16,16,16,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.23043763590797,3.5088797322593e-4,0.0257184033474888,0.8961013237683113,Adipose Subcutaneous,G6_CPETAL,ENSG00000137714,FDX1,0.187566584007245,0.229330876390245,1.2189321173916499e-34,1.4853879260597399e-33,19,19,19,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.39217043969831,5.7562094281824e-4,0.0167490623925094,0.8961013237683113,Brain Cerebellar Hemisphere,G6_CPETAL,ENSG00000137714,FDX1,0.0819982742215503,0.0972912571378693,2.6456719070209e-5,1.0099975372839e-4,9,9,9,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.35704048699606,4.7846279050709e-4,0.0184212383007066,0.8961013237683113,Artery Coronary,G6_CPETAL,ENSG00000137714,FDX1,0.111357926317952,0.218857705940011,5.56207256284715e-13,9.21792025706805e-12,8,8,8,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Cerebral palsy and other paralytic syndromes *,Nervous,-1.97900231972881,-5.1812063657669e-4,0.0478157450889547,0.8961013237683113,Uterus,G6_CPETAL,ENSG00000143799,PARP1,0.0820818741487576,0.0522780318233598,0.00915427977829935,0.0362407726282121,11,11,11,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Cerebral palsy and other paralytic syndromes *,Nervous,2.31774166361826,3.5696241081364e-4,0.0204633652457121,0.8961013237683113,Lung,G6_CPETAL,ENSG00000137714,FDX1,0.197954493147519,0.21273855894778,1.71474071682817e-28,2.26212652421491e-27,18,18,18,ICD10/FinnGen,G6_CPETAL.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Demyelenating diseases of the central nervous system *,Nervous,2.01274982386378,8.0589603749411e-4,0.0441409549361654,0.8961013237683113,Breast Mammary Tissue,G6_DEMYEL,ENSG00000143799,PARP1,0.0420535885240499,0.0631173903776041,4.08166441521681e-7,1.59350395193962e-6,14,14,14,ICD10/FinnGen,G6_DEMYEL.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Guillain-Barre syndrome *,Nervous,-2.15010957441486,-1.7431356783254e-4,0.0315465484577367,0.8961013237683113,Spleen,G6_GUILBAR,ENSG00000167468,GPX4,0.176010076507571,0.216532721029612,1.34364072589656e-13,1.36405461284106e-12,24,25,25,ICD10/FinnGen,G6_GUILBAR.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Hydrocephalus *,Nervous,2.0487813949585,5.3161759501109e-4,0.0404834958402649,0.8961013237683113,Testis,G6_HYDROCEPH,ENSG00000143799,PARP1,0.0136172345923026,0.0328396653659769,0.00108976563602827,0.00241735451823355,1,1,1,ICD10/FinnGen,G6_HYDROCEPH.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Diseases of the myoneural junction and muscle *,Nervous,1.97437474066996,3.0278879099946e-4,0.0483391480239336,0.8961013237683113,Skin Not Sun Exposed Suprapubic,G6_MYONEU,ENSG00000137714,FDX1,0.0803704589433941,0.0996279101523518,2.00918395030239e-13,9.05279522729401e-13,3,3,3,ICD10/FinnGen,G6_MYONEU.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Diseases of the myoneural junction and muscle *,Nervous,2.01596939868267,3.0186046531722e-4,0.0438031758021637,0.8961013237683113,Skin Sun Exposed Lower leg,G6_MYONEU,ENSG00000137714,FDX1,0.08424328432641,0.131304673626055,3.2838379076301795e-20,1.8995781183673297e-19,2,2,2,ICD10/FinnGen,G6_MYONEU.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Trigeminal neuralgia *,Nervous,-2.37686866903234,-4.14040163219e-4,0.0174603034698052,0.8961013237683113,Uterus,G6_TRINEU,ENSG00000167468,GPX4,0.0458577250912566,0.142144551265428,1.06225502117338e-5,1.1086254109586e-4,2,2,2,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Trigeminal neuralgia *,Nervous,2.20510149727894,6.5643079548187e-4,0.0274469730479361,0.8961013237683113,Muscle Skeletal,G6_TRINEU,ENSG00000143799,PARP1,0.0153206109677869,0.0258417797808059,1.77304715855228e-5,4.04528218336194e-5,35,35,35,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Trigeminal neuralgia *,Nervous,-1.99027064077815,-2.1350001997998e-4,0.0465611303336741,0.8961013237683113,Colon Transverse,G6_TRINEU,ENSG00000137714,FDX1,0.130534867947655,0.142261624172121,6.92545341055884e-14,5.48711009008469e-13,35,35,35,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Trigeminal neuralgia *,Nervous,-2.22993365806917,-3.2702130509037e-4,0.0257518475005817,0.8961013237683113,Uterus,G6_TRINEU,ENSG00000143799,PARP1,0.0820818741487576,0.0522780318233598,0.00915427977829935,0.0362407726282121,11,11,11,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Trigeminal neuralgia *,Nervous,-2.43091434427543,-2.9778480849968e-4,0.0150607745877985,0.8961013237683113,Brain Caudate basal ganglia,G6_TRINEU,ENSG00000167468,GPX4,0.0965627229357271,0.184059741640599,4.33540637661696e-10,4.1433389453782805e-9,4,4,4,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Trigeminal neuralgia *,Nervous,-2.28476242329863,-3.2831272958583e-4,0.0223267621253443,0.8961013237683113,Brain Hypothalamus,G6_TRINEU,ENSG00000167468,GPX4,0.0698558518461383,0.147870816357399,2.25164149918058e-7,2.19679912810678e-6,4,4,4,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Trigeminal neuralgia *,Nervous,-2.24878503748928,-2.2592887243514e-4,0.0245261757783134,0.8961013237683113,Brain Putamen basal ganglia,G6_TRINEU,ENSG00000167468,GPX4,0.142848661751814,0.233227633467535,2.5627116991220398e-11,3.59257161796176e-10,23,23,23,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Trigeminal neuralgia *,Nervous,-2.40229769727429,-3.9156263192349e-4,0.0162924434679992,0.8961013237683113,Kidney Cortex,G6_TRINEU,ENSG00000167468,GPX4,0.0524288927431513,0.130537000414116,0.00168675528285519,0.0162499336958559,2,2,2,ICD10/FinnGen,G6_TRINEU.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glomerulonephritis *,Genitourinary,2.09552306884428,7.1239955130217e-4,0.0361245199530934,0.8961013237683113,Heart Left Ventricle,GLOMER_NEPHRITIS,ENSG00000143799,PARP1,0.0393302126803607,0.0646696320598117,4.11574769634977e-7,1.57797480572483e-6,8,8,8,ICD10/FinnGen,GLOMER_NEPHRITIS.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Hordeolum and chalazion,Eye,2.23713084062909,0.00101092502279605,0.0252777898125722,0.8961013237683113,Cells EBV-transformed lymphocytes,H00,ENSG00000137714,FDX1,0.059392928216928,0.0594560280115833,0.00291869740349363,0.011734975473174,11,11,11,ICD10/FinnGen,H00.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Hordeolum and chalazion,Eye,2.34846399587325,5.6079340094088e-4,0.0188510216065107,0.8961013237683113,Adrenal Gland,H00,ENSG00000167468,GPX4,0.213367633883549,0.295225829580025,2.69164270485764e-19,6.0539252962461696e-18,29,30,30,ICD10/FinnGen,H00.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Disorders of lachrymal system,Eye,-2.32392495633438,-8.1192187487837e-4,0.0201295164379785,0.8961013237683113,Skin Sun Exposed Lower leg,H04,ENSG00000143799,PARP1,0.108518962433416,0.0742936669087102,9.104991450509498e-12,3.18941463450545e-11,60,60,60,ICD10/FinnGen,H04.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of orbit,Eye,2.10206747446152,2.5063037376136e-4,0.0355473655731741,0.8961013237683113,Brain Cerebellum,H05,ENSG00000137714,FDX1,0.0853984338874605,0.172651662552629,3.9459058295358003e-10,2.40431086408668e-9,9,9,9,ICD10/FinnGen,H05.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of orbit,Eye,1.98973582589138,1.5831857465889e-4,0.0466200439905516,0.8961013237683113,Adipose Subcutaneous,H05,ENSG00000137714,FDX1,0.187566584007245,0.229330876390245,1.2189321173916499e-34,1.4853879260597399e-33,19,19,19,ICD10/FinnGen,H05.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of orbit,Eye,1.97819925030276,1.7911088830972e-4,0.0479062332804066,0.8961013237683113,Thyroid,H05,ENSG00000137714,FDX1,0.143335218894699,0.212519549530288,1.51764530993689e-31,1.2670380468730299e-30,23,23,23,ICD10/FinnGen,H05.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of orbit,Eye,1.97690084406486,1.5841616092342e-4,0.0480528394066979,0.8961013237683113,Adipose Visceral Omentum,H05,ENSG00000137714,FDX1,0.184665487847347,0.264701175369098,4.70381035352811e-33,8.77403753228036e-32,17,17,17,ICD10/FinnGen,H05.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of orbit,Eye,2.09622676545199,2.5462057342e-4,0.0360620796973471,0.8961013237683113,Brain Cerebellar Hemisphere,H05,ENSG00000137714,FDX1,0.0819982742215503,0.0972912571378693,2.6456719070209e-5,1.0099975372839e-4,9,9,9,ICD10/FinnGen,H05.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of orbit,Eye,1.96065397051235,1.6895857352204e-4,0.0499194019603356,0.8961013237683113,Breast Mammary Tissue,H05,ENSG00000137714,FDX1,0.159155014898599,0.166418258524412,2.5988398696895902e-17,2.69653394767744e-16,15,15,15,ICD10/FinnGen,H05.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Senile cataract,Eye,-2.08117389678955,-0.00262674222563753,0.0374179918992993,0.8961013237683113,Pancreas,H25,ENSG00000143799,PARP1,0.0339991797637942,0.0735359625953712,1.53372186837429e-6,6.02616635764847e-6,1,1,1,ICD10/FinnGen,H25.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Senile cataract,Eye,-2.06872115025102,-0.00116423091741384,0.0385722613061656,0.8961013237683113,Nerve Tibial,H25,ENSG00000143799,PARP1,0.177100332524668,0.250939968359365,3.83984948396047e-35,3.83300226291915e-34,15,15,15,ICD10/FinnGen,H25.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Retinal detachments and breaks,Eye,-1.97425827442667,-0.00182317072015735,0.0483523827916772,0.8961013237683113,Adipose Visceral Omentum,H33,ENSG00000143799,PARP1,0.0258976380580806,0.0423542839488728,7.01555611049142e-6,1.93966714918097e-5,22,22,22,ICD10/FinnGen,H33.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.08932223435846,-6.0955280584859e-4,0.0366787262195592,0.8961013237683113,Nerve Tibial,H40,ENSG00000143799,PARP1,0.177100332524668,0.250939968359365,3.83984948396047e-35,3.83300226291915e-34,15,15,15,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.025686654579,-0.00233826378068611,0.0427969051366534,0.8961013237683113,Esophagus Muscularis,H40,ENSG00000143799,PARP1,0.0109472113727859,0.0113541941898153,0.021554865870692,0.0328886800993903,7,7,7,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.1789692825663,-0.00195600332778264,0.0293339502153699,0.8961013237683113,Adipose Subcutaneous,H40,ENSG00000143799,PARP1,0.0176931652681771,0.0410640907967745,8.42919537548623e-7,2.07956655787137e-6,15,15,15,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.22598936874493,-0.00167536781373358,0.0260148935304283,0.8961013237683113,Skin Not Sun Exposed Suprapubic,H40,ENSG00000143799,PARP1,0.0253852207948448,0.0847539192507014,1.47607104120626e-11,5.8197146969534296e-11,17,17,17,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.25286569569863,-0.00217544039252554,0.0242676184006125,0.8961013237683113,Lung,H40,ENSG00000143799,PARP1,0.0158663263118139,0.0512648153234987,2.06559757637047e-7,6.59113408460033e-7,10,10,10,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.16011469638276,-0.00231832622035833,0.0307637915948724,0.8961013237683113,Artery Tibial,H40,ENSG00000143799,PARP1,0.0124784234164233,0.017795777240936,0.0012321873618688,0.00208906432208787,10,10,10,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.27245458726115,-8.4706874147123e-4,0.0230590679067634,0.8961013237683113,Skin Sun Exposed Lower leg,H40,ENSG00000143799,PARP1,0.108518962433416,0.0742936669087102,9.104991450509498e-12,3.18941463450545e-11,60,60,60,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.1833826252014,-0.00161427884196278,0.0290076443840742,0.8961013237683113,Adipose Visceral Omentum,H40,ENSG00000143799,PARP1,0.0258976380580806,0.0423542839488728,7.01555611049142e-6,1.93966714918097e-5,22,22,22,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Glaucoma,Eye,-2.05182067441008,-0.00190599943259724,0.0401870933017698,0.8961013237683113,Esophagus Mucosa,H40,ENSG00000143799,PARP1,0.0169535884983753,0.0511348920756334,3.49332214665566e-7,9.53239090945043e-7,9,9,9,ICD10/FinnGen,H40.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of vitreous body,Eye,2.22826097653163,3.8015226818869e-4,0.0258631169813533,0.8961013237683113,Colon Transverse,H43,ENSG00000137714,FDX1,0.130534867947655,0.142261624172121,6.92545341055884e-14,5.48711009008469e-13,35,35,35,ICD10/FinnGen,H43.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Disorders of vitreous body,Eye,2.25340084519007,0.00167717788280582,0.0242338862954293,0.8961013237683113,Brain Substantia nigra,H43,ENSG00000137714,FDX1,0.00698594593914459,0.0710597063688524,0.0041452564159491,0.0196259743859268,4,4,4,ICD10/FinnGen,H43.gwas.imputed_v3.both_sexes.csv
FDX1,CUPROPTOSIS,CUPROPTOSIS,Paralytic strabismus,Eye,2.04832880697043,3.1456307328608e-4,0.0405277921719226,0.8961013237683113,Brain Putamen basal ganglia,H49,ENSG00000137714,FDX1,0.0455207888940378,0.0557180929510645,0.00194255188835288,0.00641089463982325,10,10,10,ICD10/FinnGen,H49.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Visual disturbances,Eye,2.25074910143448,5.6444822978018e-4,0.0244014329288848,0.8961013237683113,Uterus,H53,ENSG00000143799,PARP1,0.0820818741487576,0.0522780318233598,0.00915427977829935,0.0362407726282121,11,11,11,ICD10/FinnGen,H53.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Visual disturbances,Eye,-2.23128427492717,-3.6807748475716e-4,0.0256623046339195,0.8961013237683113,Spleen,H53,ENSG00000167468,GPX4,0.176010076507571,0.216532721029612,1.34364072589656e-13,1.36405461284106e-12,24,25,25,ICD10/FinnGen,H53.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Visual disturbances,Eye,-2.14178018923684,-3.4148761741269e-4,0.0322111743239486,0.8961013237683113,Pituitary,H53,ENSG00000167468,GPX4,0.183252214106076,0.257512649799853,6.4770333057421e-17,1.0699188971835901e-15,9,9,9,ICD10/FinnGen,H53.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Otitis externa,Eye,-1.99654898288634,-3.1098799338223e-4,0.0458741996283943,0.8961013237683113,Skin Sun Exposed Lower leg,H60,ENSG00000143799,PARP1,0.108518962433416,0.0742936669087102,9.104991450509498e-12,3.18941463450545e-11,60,60,60,ICD10/FinnGen,H60.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Otitis externa,Eye,-2.09460636247291,-4.9280197686717e-4,0.0362059991634381,0.8961013237683113,Brain Hippocampus,H60,ENSG00000167468,GPX4,0.04602380773142,0.117913605165447,6.3196629826853e-6,4.63598158422624e-5,3,3,3,ICD10/FinnGen,H60.gwas.imputed_v3.both_sexes.csv
GPX4,FERROPTOSIS,FERROPTOSIS,Otitis externa,Eye,-2.32733540468395,-9.3479758801438e-4,0.0199474208135441,0.8961013237683113,Testis,H60,ENSG00000167468,GPX4,0.0154119182601876,0.0209362303473907,0.00932149836424658,0.0176384193781641,3,3,3,ICD10/FinnGen,H60.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Nonsuppurative otitis media,Eye,2.02345725418323,0.00160874387581107,0.0430260264090942,0.8961013237683113,Esophagus Muscularis,H65,ENSG00000143799,PARP1,0.0109472113727859,0.0113541941898153,0.021554865870692,0.0328886800993903,7,7,7,ICD10/FinnGen,H65.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Nonsuppurative otitis media,Eye,2.1637734361311,5.1684026986176e-4,0.0304817417924112,0.8961013237683113,Cells Cultured fibroblasts,H65,ENSG00000143799,PARP1,0.117351659280747,0.170928902226289,2.2977285726825802e-21,1.38184605327585e-20,5,5,5,ICD10/FinnGen,H65.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Nonsuppurative otitis media,Eye,2.09831223708734,0.00141782038153246,0.0358775722375069,0.8961013237683113,Lung,H65,ENSG00000143799,PARP1,0.0158663263118139,0.0512648153234987,2.06559757637047e-7,6.59113408460033e-7,10,10,10,ICD10/FinnGen,H65.gwas.imputed_v3.both_sexes.csv
PARP1,PARTHANATOS,PARTHANATOS,Nonsuppurative otitis media,Eye,2.03371971206079,0.00130974370280941,0.0419798635288905,0.8961013237683113,Esophagus Mucosa,H65,ENSG00000143799,PARP1,0.0169535884983753,0.0511348920756334,3.49332214665566e-7,9.53239090945043e-7,9,9,9,ICD10/FinnGen,H65.gwas.imputed_v3.both_sexes.csv
